거래일자,거래시간,지역,전력거래량(MWh)
2024-01-01,19,전라남도,6257.073035
2024-01-01,20,전라남도,6042.530461
2024-01-01,21,전라남도,5932.997567
2024-01-01,22,전라남도,5914.236909
2024-01-01,23,전라남도,5896.430194
2024-01-01,24,전라남도,5875.751567
2024-01-01,1,전라북도,1023.978772
2024-01-01,2,전라북도,1013.380822
2024-01-01,3,전라북도,978.494497
2024-01-01,4,전라북도,900.461298
2024-01-01,5,전라북도,895.749174
2024-01-01,6,전라북도,906.454593
2024-01-01,7,전라북도,968.46802
2024-01-01,8,전라북도,1003.467012
2024-01-01,9,전라북도,1058.728665
2024-01-01,10,전라북도,1189.173152
2024-01-01,11,전라북도,1333.419914
2024-01-01,12,전라북도,1406.363353
2024-01-01,13,전라북도,1305.112691
2024-01-01,14,전라북도,1260.777318
2024-01-01,15,전라북도,1278.605021
2024-01-01,16,전라북도,1171.017825
2024-01-01,17,전라북도,1108.320986
2024-01-01,18,전라북도,1295.200658
2024-01-01,19,전라북도,1323.070822
2024-01-01,20,전라북도,1301.707209
2024-01-01,21,전라북도,1277.169989
2024-01-01,22,전라북도,1257.212019
2024-01-01,23,전라북도,1254.531011
2024-01-01,24,전라북도,1121.033005
2024-01-01,1,충청남도,8771.315479
2024-01-01,2,충청남도,8479.472308
2024-01-01,3,충청남도,8075.150298
2024-01-01,4,충청남도,8252.299178
2024-01-01,5,충청남도,8361.582287
2024-01-01,6,충청남도,8359.454116
2024-01-01,7,충청남도,8367.236041
2024-01-01,8,충청남도,8296.424371
2024-01-01,9,충청남도,8247.954254
2024-01-01,10,충청남도,7691.327393
2024-01-01,11,충청남도,7793.833093
2024-01-01,12,충청남도,7208.654792
2024-01-01,13,충청남도,7186.740117
2024-01-01,14,충청남도,7281.209869
2024-01-01,15,충청남도,7558.942415
2024-01-01,16,충청남도,7937.295635
2024-01-01,17,충청남도,8376.04598
2024-01-01,18,충청남도,9047.595698
2024-01-01,19,충청남도,9178.51287
2024-01-01,20,충청남도,9247.273708
2024-01-01,21,충청남도,9246.786271
2024-01-01,22,충청남도,9207.570643
2024-01-01,23,충청남도,9170.461215
2024-01-01,24,충청남도,9223.947185
2024-01-01,1,충청북도,65.510876
2024-01-01,2,충청북도,64.358526
2024-01-01,3,충청북도,64.822466
2024-01-01,4,충청북도,65.879668
2024-01-01,5,충청북도,64.932668
2024-01-01,6,충청북도,65.063655
2024-01-01,7,충청북도,175.61143
2024-01-01,8,충청북도,185.853038
2024-01-01,9,충청북도,184.291881
2024-01-01,10,충청북도,164.870035
2024-01-01,11,충청북도,119.138183
2024-01-01,12,충청북도,157.890954
2024-01-01,13,충청북도,188.250503
2024-01-01,14,충청북도,185.605459
2024-01-01,15,충청북도,146.804161
2024-01-01,16,충청북도,181.8056
2024-01-01,17,충청북도,188.291586
2024-01-01,18,충청북도,193.63244
2024-01-01,19,충청북도,216.905605
2024-01-01,20,충청북도,197.039379
2024-01-01,21,충청북도,92.015123
2024-01-01,22,충청북도,71.873415
2024-01-01,23,충청북도,70.728529
2024-01-01,24,충청북도,68.435974
2024-01-01,1,제주도,423.42424
2024-01-01,2,제주도,371.000504
2024-01-01,3,제주도,340.392466
2024-01-01,4,제주도,328.830297
2024-01-01,5,제주도,335.641278
2024-01-01,6,제주도,368.093319
2024-01-01,7,제주도,362.874228
2024-01-01,8,제주도,374.96158
2024-01-01,9,제주도,373.536825
2024-01-01,10,제주도,405.007007
2024-01-01,11,제주도,449.957482
2024-01-01,12,제주도,428.831984
2024-01-01,13,제주도,360.205193
2024-01-01,14,제주도,352.585111
2024-01-01,15,제주도,379.337766
2024-01-01,16,제주도,433.290303
2024-01-01,17,제주도,449.077835
2024-01-01,18,제주도,461.308243
2024-01-01,19,제주도,488.344999
2024-01-01,20,제주도,490.421834
2024-01-01,21,제주도,467.265642
2024-01-01,22,제주도,461.949452
2024-01-01,23,제주도,445.041967
2024-01-01,24,제주도,421.124775
2024-01-01,1,서울시,463.588553
2024-01-01,2,서울시,463.909342
2024-01-01,3,서울시,463.847167
2024-01-01,4,서울시,463.74691
2024-01-01,5,서울시,463.947576
2024-01-01,6,서울시,464.95511
2024-01-01,7,서울시,465.304198
2024-01-01,8,서울시,465.08062
2024-01-01,9,서울시,466.898522
2024-01-01,10,서울시,469.562111
2024-01-01,11,서울시,468.827604
2024-01-01,12,서울시,469.768459
2024-01-01,13,서울시,466.119106
2024-01-01,14,서울시,463.826959
2024-01-01,15,서울시,459.378811
2024-01-01,16,서울시,457.676206
2024-01-01,17,서울시,457.419004
2024-01-01,18,서울시,458.93909
2024-01-01,19,서울시,458.697161
2024-01-01,20,서울시,460.262843
2024-01-01,21,서울시,460.929891
2024-01-01,22,서울시,461.435953
2024-01-01,23,서울시,461.160777
2024-01-01,24,서울시,461.875771
2024-01-01,1,인천시,4751.786546
2024-01-01,2,인천시,4682.594916
2024-01-01,3,인천시,4617.866091
2024-01-01,4,인천시,4559.286422
2024-01-01,5,인천시,4566.179939
2024-01-01,6,인천시,4566.894524
2024-01-01,7,인천시,4560.839015
2024-01-01,8,인천시,4559.319011
2024-01-01,9,인천시,4546.379145
2024-01-01,10,인천시,4512.842557
2024-01-01,11,인천시,4252.335844
2024-01-01,12,인천시,4080.356554
2024-01-01,13,인천시,4069.079988
2024-01-01,14,인천시,4117.957807
2024-01-01,15,인천시,4448.015056
2024-01-01,16,인천시,4543.837364
2024-01-01,17,인천시,4612.819441
2024-01-01,18,인천시,4696.206766
2024-01-01,19,인천시,4801.845426
2024-01-01,20,인천시,4828.194506
2024-01-01,21,인천시,4701.260624
2024-01-01,22,인천시,4584.498828
2024-01-01,23,인천시,4559.319584
2024-01-01,24,인천시,4549.999659
2024-01-01,1,대전시,42.7243
2024-01-01,2,대전시,41.831812
2024-01-01,3,대전시,41.699432
2024-01-01,4,대전시,42.519116
2024-01-01,5,대전시,42.027754
2024-01-01,6,대전시,42.13841
2024-01-01,7,대전시,39.248516
2024-01-01,8,대전시,38.736987
2024-01-01,9,대전시,39.17974
2024-01-01,10,대전시,39.801564
2024-01-01,11,대전시,40.638406
2024-01-01,12,대전시,44.161128
2024-01-01,13,대전시,43.446062
2024-01-01,14,대전시,42.662511
2024-01-01,15,대전시,37.758238
2024-01-01,16,대전시,35.821031
2024-01-01,17,대전시,38.496754
2024-01-01,18,대전시,37.606531
2024-01-01,19,대전시,37.640797
2024-01-01,20,대전시,38.190452
2024-01-01,21,대전시,39.235861
2024-01-01,22,대전시,37.692496
2024-01-01,23,대전시,39.557378
2024-01-01,24,대전시,40.50028
2024-01-01,1,광주시,81.250986
2024-01-01,2,광주시,81.300852
2024-01-01,3,광주시,81.438479
2024-01-01,4,광주시,81.568062
2024-01-01,5,광주시,81.701868
2024-01-01,6,광주시,82.093456
2024-01-01,7,광주시,82.357165
2024-01-01,8,광주시,82.585092
2024-01-01,9,광주시,86.142724
2024-01-01,10,광주시,96.129075
2024-01-01,11,광주시,106.958302
2024-01-01,12,광주시,106.631393
2024-01-01,13,광주시,95.311231
2024-01-01,14,광주시,103.63254
2024-01-01,15,광주시,103.810238
2024-01-01,16,광주시,88.696624
2024-01-01,17,광주시,85.212565
2024-01-01,18,광주시,82.836194
2024-01-01,19,광주시,82.047276
2024-01-01,20,광주시,75.853281
2024-01-01,21,광주시,74.012597
2024-01-01,22,광주시,73.802164
2024-01-01,23,광주시,73.603365
2024-01-01,24,광주시,73.644428
2024-01-01,1,대구시,386.376291
2024-01-01,2,대구시,87.791485
2024-01-01,3,대구시,27.017066
2024-01-01,4,대구시,26.993376
2024-01-01,5,대구시,27.099562
2024-01-01,6,대구시,56.089514
2024-01-01,7,대구시,298.133098
2024-01-01,8,대구시,332.292139
2024-01-01,9,대구시,335.606992
2024-01-01,10,대구시,346.857968
2024-01-01,11,대구시,151.557662
2024-01-01,12,대구시,55.160259
2024-01-01,13,대구시,57.449846
2024-01-01,14,대구시,56.501711
2024-01-01,15,대구시,78.443755
2024-01-01,16,대구시,314.593458
2024-01-01,17,대구시,338.393577
2024-01-01,18,대구시,335.84472
2024-01-01,19,대구시,333.734687
2024-01-01,20,대구시,333.276917
2024-01-01,21,대구시,332.88717
2024-01-01,22,대구시,332.230917
2024-01-01,23,대구시,332.019866
2024-01-01,24,대구시,332.809292
2024-01-01,1,세종시,472.339216
2024-01-01,2,세종시,472.370028
2024-01-01,3,세종시,471.800716
2024-01-01,4,세종시,471.367447
2024-01-01,5,세종시,461.267037
2024-01-01,6,세종시,470.361449
2024-01-01,7,세종시,470.349931
2024-01-01,8,세종시,470.388314
2024-01-01,9,세종시,470.65214
2024-01-01,10,세종시,450.465058
2024-01-01,11,세종시,452.868636
2024-01-01,12,세종시,455.92483
2024-01-01,13,세종시,463.311479
2024-01-01,14,세종시,466.197667
2024-01-01,15,세종시,459.97327
2024-01-01,16,세종시,455.563089
2024-01-01,17,세종시,455.693142
2024-01-01,18,세종시,453.990278
2024-01-01,19,세종시,453.079337
2024-01-01,20,세종시,452.222643
2024-01-01,21,세종시,452.708035
2024-01-01,22,세종시,452.757386
2024-01-01,23,세종시,452.720855
2024-01-01,24,세종시,452.806751
2024-01-01,1,울산시,3597.300018
2024-01-01,2,울산시,3429.918315
2024-01-01,3,울산시,3166.861353
2024-01-01,4,울산시,3166.576853
2024-01-01,5,울산시,3166.443662
2024-01-01,6,울산시,3125.177137
2024-01-01,7,울산시,3176.600798
2024-01-01,8,울산시,3367.830909
2024-01-01,9,울산시,3445.314157
2024-01-01,10,울산시,3441.572824
2024-01-01,11,울산시,3277.910394
2024-01-01,12,울산시,3174.588393
2024-01-01,13,울산시,3188.315968
2024-01-01,14,울산시,3183.56209
2024-01-01,15,울산시,3176.420598
2024-01-01,16,울산시,3102.059396
2024-01-01,17,울산시,3282.185337
2024-01-01,18,울산시,3448.32125
2024-01-01,19,울산시,3442.407585
2024-01-01,20,울산시,3474.396357
2024-01-01,21,울산시,3701.913169
2024-01-01,22,울산시,3736.214904
2024-01-01,23,울산시,3735.382529
2024-01-01,24,울산시,3728.935122
2024-01-01,1,부산시,4466.363537
2024-01-01,2,부산시,4465.548143
2024-01-01,3,부산시,4465.059508
2024-01-01,4,부산시,4465.708766
2024-01-01,5,부산시,4466.742403
2024-01-01,6,부산시,4465.524963
2024-01-01,7,부산시,4464.658244
2024-01-01,8,부산시,4464.822686
2024-01-01,9,부산시,4472.908863
2024-01-01,10,부산시,4494.510539
2024-01-01,11,부산시,4516.0154
2024-01-01,12,부산시,4526.196171
2024-01-01,13,부산시,4528.11456
2024-01-01,14,부산시,4516.233883
2024-01-01,15,부산시,4497.947605
2024-01-01,16,부산시,4485.928002
2024-01-01,17,부산시,4476.198847
2024-01-01,18,부산시,4468.91492
2024-01-01,19,부산시,4467.6693
2024-01-01,20,부산시,4467.101516
2024-01-01,21,부산시,4466.028529
2024-01-01,22,부산시,4464.814441
2024-01-01,23,부산시,4465.797574
2024-01-01,24,부산시,4468.400544
2024-01-02,1,경기도,8942.077601
2024-01-02,2,경기도,7874.090648
2024-01-02,3,경기도,7729.898945
2024-01-02,4,경기도,7444.808555
2024-01-02,5,경기도,7583.912752
2024-01-02,6,경기도,8288.914356
2024-01-02,7,경기도,9586.558227
2024-01-02,8,경기도,11253.13066
2024-01-02,9,경기도,14092.97698
2024-01-02,10,경기도,14883.08189
2024-01-02,11,경기도,15212.43124
2024-01-02,12,경기도,15293.83307
2024-01-02,13,경기도,14606.51736
2024-01-02,14,경기도,15156.0168
2024-01-02,15,경기도,15183.95023
2024-01-02,16,경기도,15005.45201
2024-01-02,17,경기도,14847.2428
2024-01-02,18,경기도,14683.09363
2024-01-02,19,경기도,13756.90161
2024-01-02,20,경기도,12954.93955
2024-01-02,21,경기도,12209.09015
2024-01-02,22,경기도,11141.01598
2024-01-02,23,경기도,11429.99099
2024-01-02,24,경기도,10682.74424
2024-01-02,1,강원도,3128.887067
2024-01-02,2,강원도,3028.81459
2024-01-02,3,강원도,3004.128678
2024-01-02,4,강원도,3292.645078
2024-01-02,5,강원도,3130.280155
2024-01-02,6,강원도,2977.57381
2024-01-02,7,강원도,3242.055965
2024-01-02,8,강원도,3346.939674
2024-01-02,9,강원도,3581.386824
2024-01-02,10,강원도,3840.453004
2024-01-02,11,강원도,4008.213923
2024-01-02,12,강원도,4110.621414
2024-01-02,13,강원도,3895.356223
2024-01-02,14,강원도,4227.848479
2024-01-02,15,강원도,4173.545773
2024-01-02,16,강원도,4189.312302
2024-01-02,17,강원도,4326.925592
2024-01-02,18,강원도,4221.569525
2024-01-02,19,강원도,4023.28595
2024-01-02,20,강원도,3847.107496
2024-01-02,21,강원도,3624.307222
2024-01-02,22,강원도,3491.865166
2024-01-02,23,강원도,3511.521083
2024-01-02,24,강원도,3492.702066
2024-01-02,1,경상남도,3079.609893
2024-01-02,2,경상남도,3348.186201
2024-01-02,3,경상남도,3912.064845
2024-01-02,4,경상남도,4290.596288
2024-01-02,5,경상남도,4490.233391
2024-01-02,6,경상남도,4620.774489
2024-01-02,7,경상남도,5114.867851
2024-01-02,8,경상남도,5788.223686
2024-01-02,9,경상남도,6867.412737
2024-01-02,10,경상남도,7650.511037
2024-01-02,11,경상남도,7456.54304
2024-01-02,12,경상남도,7198.933932
2024-01-02,13,경상남도,6633.422709
2024-01-02,14,경상남도,6920.630318
2024-01-02,15,경상남도,7349.364823
2024-01-02,16,경상남도,7613.516992
2024-01-02,17,경상남도,7581.674933
2024-01-02,18,경상남도,7546.979598
2024-01-02,19,경상남도,7269.227611
2024-01-02,20,경상남도,7279.16052
2024-01-02,21,경상남도,7269.410259
2024-01-02,22,경상남도,7058.921042
2024-01-02,23,경상남도,7053.728677
2024-01-02,24,경상남도,7271.797423
2024-01-02,1,경상북도,9974.015192
2024-01-02,2,경상북도,10029.30166
2024-01-02,3,경상북도,10055.9524
2024-01-02,4,경상북도,10082.81482
2024-01-02,5,경상북도,10118.20114
2024-01-02,6,경상북도,10152.8933
2024-01-02,7,경상북도,10321.27247
2024-01-02,8,경상북도,10380.41936
2024-01-02,9,경상북도,10524.7557
2024-01-02,10,경상북도,10825.63588
2024-01-02,11,경상북도,10741.31578
2024-01-02,12,경상북도,9619.848152
2024-01-02,13,경상북도,9277.894145
2024-01-02,14,경상북도,9366.028986
2024-01-02,15,경상북도,9430.609111
2024-01-02,16,경상북도,9437.173353
2024-01-02,17,경상북도,9384.78353
2024-01-02,18,경상북도,9714.947528
2024-01-02,19,경상북도,9727.167631
2024-01-02,20,경상북도,9798.926337
2024-01-02,21,경상북도,9594.500286
2024-01-02,22,경상북도,9371.76719
2024-01-02,23,경상북도,8862.162632
2024-01-02,24,경상북도,8866.320143
2024-01-02,1,전라남도,5639.650201
2024-01-02,2,전라남도,5335.597947
2024-01-02,3,전라남도,5198.627142
2024-01-02,4,전라남도,5090.819244
2024-01-02,5,전라남도,5044.337447
2024-01-02,6,전라남도,5276.569765
2024-01-02,7,전라남도,5712.328098
2024-01-02,8,전라남도,5915.220815
2024-01-02,9,전라남도,6218.254834
2024-01-02,10,전라남도,6404.112306
2024-01-02,11,전라남도,6565.840818
2024-01-02,12,전라남도,6273.483137
2024-01-02,13,전라남도,6259.253
2024-01-02,14,전라남도,6379.529785
2024-01-02,15,전라남도,6567.174794
2024-01-02,16,전라남도,6585.519304
2024-01-02,17,전라남도,6699.181062
2024-01-02,18,전라남도,6339.871595
2024-01-02,19,전라남도,6591.869908
2024-01-02,20,전라남도,5598.252758
2024-01-02,21,전라남도,4852.375742
2024-01-02,22,전라남도,4764.092644
2024-01-02,23,전라남도,4668.818464
2024-01-02,24,전라남도,4726.824182
2024-01-02,1,전라북도,975.805721
2024-01-02,2,전라북도,900.7047
2024-01-02,3,전라북도,899.997164
2024-01-02,4,전라북도,903.184693
2024-01-02,5,전라북도,905.169364
2024-01-02,6,전라북도,914.010999
2024-01-02,7,전라북도,1005.463314
2024-01-02,8,전라북도,1126.445731
2024-01-02,9,전라북도,1210.29864
2024-01-02,10,전라북도,1431.073437
2024-01-02,11,전라북도,1731.916653
2024-01-02,12,전라북도,1955.56464
2024-01-02,13,전라북도,1258.322284
2024-01-02,14,전라북도,1291.840972
2024-01-02,15,전라북도,1349.528863
2024-01-02,16,전라북도,1330.263871
2024-01-02,17,전라북도,1205.777425
2024-01-02,18,전라북도,1043.116328
2024-01-02,19,전라북도,1116.423523
2024-01-02,20,전라북도,1260.463244
2024-01-02,21,전라북도,1157.856201
2024-01-02,22,전라북도,1026.126304
2024-01-02,23,전라북도,1025.433369
2024-01-02,24,전라북도,1163.929019
2024-01-02,1,충청남도,9250.314018
2024-01-02,2,충청남도,9146.056989
2024-01-02,3,충청남도,9116.859685
2024-01-02,4,충청남도,9247.550223
2024-01-02,5,충청남도,9639.525667
2024-01-02,6,충청남도,10520.70654
2024-01-02,7,충청남도,11496.8049
2024-01-02,8,충청남도,12425.4845
2024-01-02,9,충청남도,13838.34216
2024-01-02,10,충청남도,14652.21055
2024-01-02,11,충청남도,14349.6984
2024-01-02,12,충청남도,14306.60255
2024-01-02,13,충청남도,13981.12951
2024-01-02,14,충청남도,14456.28275
2024-01-02,15,충청남도,14747.92848
2024-01-02,16,충청남도,14874.93462
2024-01-02,17,충청남도,14857.50248
2024-01-02,18,충청남도,14817.28394
2024-01-02,19,충청남도,14746.44029
2024-01-02,20,충청남도,14854.07912
2024-01-02,21,충청남도,14671.44782
2024-01-02,22,충청남도,14562.9047
2024-01-02,23,충청남도,14613.20909
2024-01-02,24,충청남도,14404.0997
2024-01-02,1,충청북도,66.941381
2024-01-02,2,충청북도,67.161529
2024-01-02,3,충청북도,66.916043
2024-01-02,4,충청북도,66.638635
2024-01-02,5,충청북도,65.674201
2024-01-02,6,충청북도,66.538383
2024-01-02,7,충청북도,66.284279
2024-01-02,8,충청북도,66.58029
2024-01-02,9,충청북도,157.554992
2024-01-02,10,충청북도,150.443105
2024-01-02,11,충청북도,197.238332
2024-01-02,12,충청북도,198.873364
2024-01-02,13,충청북도,117.015069
2024-01-02,14,충청북도,103.734533
2024-01-02,15,충청북도,90.843838
2024-01-02,16,충청북도,261.556002
2024-01-02,17,충청북도,264.93584
2024-01-02,18,충청북도,153.582474
2024-01-02,19,충청북도,110.930707
2024-01-02,20,충청북도,110.202076
2024-01-02,21,충청북도,109.959963
2024-01-02,22,충청북도,73.853414
2024-01-02,23,충청북도,68.584723
2024-01-02,24,충청북도,69.067918
2024-01-02,1,제주도,412.732493
2024-01-02,2,제주도,417.332902
2024-01-02,3,제주도,416.935774
2024-01-02,4,제주도,415.484797
2024-01-02,5,제주도,425.039781
2024-01-02,6,제주도,435.540009
2024-01-02,7,제주도,423.179886
2024-01-02,8,제주도,439.346884
2024-01-02,9,제주도,478.869712
2024-01-02,10,제주도,518.084299
2024-01-02,11,제주도,515.874923
2024-01-02,12,제주도,548.250951
2024-01-02,13,제주도,518.464734
2024-01-02,14,제주도,455.155678
2024-01-02,15,제주도,416.749635
2024-01-02,16,제주도,423.205868
2024-01-02,17,제주도,457.302846
2024-01-02,18,제주도,501.444169
2024-01-02,19,제주도,533.643009
2024-01-02,20,제주도,531.409229
2024-01-02,21,제주도,510.666709
2024-01-02,22,제주도,494.406045
2024-01-02,23,제주도,493.601499
2024-01-02,24,제주도,478.087571
2024-01-02,1,서울시,463.060216
2024-01-02,2,서울시,464.064616
2024-01-02,3,서울시,463.593459
2024-01-02,4,서울시,463.432899
2024-01-02,5,서울시,464.702155
2024-01-02,6,서울시,464.803924
2024-01-02,7,서울시,464.859301
2024-01-02,8,서울시,464.150474
2024-01-02,9,서울시,464.996226
2024-01-02,10,서울시,466.951124
2024-01-02,11,서울시,465.961493
2024-01-02,12,서울시,464.324016
2024-01-02,13,서울시,463.288435
2024-01-02,14,서울시,463.715419
2024-01-02,15,서울시,464.395851
2024-01-02,16,서울시,466.991069
2024-01-02,17,서울시,465.649638
2024-01-02,18,서울시,465.549309
2024-01-02,19,서울시,466.499829
2024-01-02,20,서울시,468.009119
2024-01-02,21,서울시,466.826354
2024-01-02,22,서울시,467.258311
2024-01-02,23,서울시,467.055862
2024-01-02,24,서울시,467.452422
2024-01-02,1,인천시,4555.513342
2024-01-02,2,인천시,4520.856189
2024-01-02,3,인천시,4630.884529
2024-01-02,4,인천시,4465.525875
2024-01-02,5,인천시,4493.470123
2024-01-02,6,인천시,4377.574102
2024-01-02,7,인천시,5042.54477
2024-01-02,8,인천시,5881.440913
2024-01-02,9,인천시,6368.938538
2024-01-02,10,인천시,6615.71623
2024-01-02,11,인천시,6619.106877
2024-01-02,12,인천시,6095.880739
2024-01-02,13,인천시,5840.359939
2024-01-02,14,인천시,5927.167816
2024-01-02,15,인천시,5935.819754
2024-01-02,16,인천시,5948.15535
2024-01-02,17,인천시,6011.951988
2024-01-02,18,인천시,6062.259407
2024-01-02,19,인천시,5866.229296
2024-01-02,20,인천시,5536.678524
2024-01-02,21,인천시,5311.849916
2024-01-02,22,인천시,5073.882492
2024-01-02,23,인천시,5400.446975
2024-01-02,24,인천시,5484.818893
2024-01-02,1,대전시,41.214256
2024-01-02,2,대전시,40.022152
2024-01-02,3,대전시,38.875368
2024-01-02,4,대전시,38.211096
2024-01-02,5,대전시,39.867368
2024-01-02,6,대전시,43.840075
2024-01-02,7,대전시,42.101479
2024-01-02,8,대전시,48.777948
2024-01-02,9,대전시,49.783642
2024-01-02,10,대전시,50.985214
2024-01-02,11,대전시,53.353621
2024-01-02,12,대전시,54.561054
2024-01-02,13,대전시,52.765362
2024-01-02,14,대전시,60.273133
2024-01-02,15,대전시,62.935479
2024-01-02,16,대전시,64.882627
2024-01-02,17,대전시,62.561207
2024-01-02,18,대전시,62.278469
2024-01-02,19,대전시,63.623574
2024-01-02,20,대전시,63.100513
2024-01-02,21,대전시,63.478756
2024-01-02,22,대전시,64.084229
2024-01-02,23,대전시,60.35843
2024-01-02,24,대전시,60.012007
2024-01-02,1,광주시,73.585275
2024-01-02,2,광주시,73.374838
2024-01-02,3,광주시,73.149756
2024-01-02,4,광주시,73.119408
2024-01-02,5,광주시,72.919521
2024-01-02,6,광주시,72.725033
2024-01-02,7,광주시,73.383497
2024-01-02,8,광주시,73.222028
2024-01-02,9,광주시,94.507801
2024-01-02,10,광주시,142.135465
2024-01-02,11,광주시,146.515956
2024-01-02,12,광주시,151.310772
2024-01-02,13,광주시,148.639332
2024-01-02,14,광주시,152.006598
2024-01-02,15,광주시,148.375174
2024-01-02,16,광주시,144.646332
2024-01-02,17,광주시,141.438305
2024-01-02,18,광주시,139.480543
2024-01-02,19,광주시,139.389797
2024-01-02,20,광주시,139.266314
2024-01-02,21,광주시,139.173458
2024-01-02,22,광주시,139.283213
2024-01-02,23,광주시,139.336518
2024-01-02,24,광주시,127.931751
2024-01-02,1,대구시,332.628848
2024-01-02,2,대구시,332.83928
2024-01-02,3,대구시,326.218365
2024-01-02,4,대구시,87.960516
2024-01-02,5,대구시,27.061243
2024-01-02,6,대구시,27.156765
2024-01-02,7,대구시,27.289936
2024-01-02,8,대구시,94.576915
2024-01-02,9,대구시,364.656729
2024-01-02,10,대구시,347.397139
2024-01-02,11,대구시,405.356331
2024-01-02,12,대구시,445.001089
2024-01-02,13,대구시,385.791073
2024-01-02,14,대구시,437.822587
2024-01-02,15,대구시,404.57561
